#{"t_start": 1701149235.739258, "env_id": "None"}
r,l,t
-45516.0,69,7.574982
-116193.0,69,16.060627
-91122.0,70,25.427871
-67281.0,67,32.611603
-92850.0,67,39.553735
-34479.0,68,47.498103
-95349.0,70,55.049724
-49607.0,70,66.266983
-107024.0,70,74.853432
-54512.0,68,83.800476
-126075.0,69,91.93026
-44641.0,68,99.955213
-63865.0,68,107.070862
-49838.0,67,115.312146
-56832.0,68,124.386353
-71027.0,67,133.346383
-44675.0,71,141.269025
-30201.0,69,149.377889
-27062.0,69,158.132962
-24922.0,69,166.965329
-27631.0,70,176.80398
-81938.0,68,185.150295
-34476.0,69,192.870829
-29421.0,70,199.501724
-33837.0,69,207.245178
-36557.0,68,215.98271
-28320.0,69,225.184437
-29119.0,71,233.844875
-58639.0,68,242.424923
-30300.0,71,251.287981
-30103.0,70,259.358273
-31655.0,69,267.046818
-86827.0,68,275.566786
-20515.0,70,283.011477
-24465.0,69,291.812059
-15922.0,69,300.433228
-21164.0,70,308.92308
-23606.0,68,316.442249
-26363.0,69,324.153727
-42727.0,68,333.376616
-18526.0,69,342.940299
-26003.0,70,350.456901
-26326.0,69,357.957306
-20697.0,69,365.757292
-25350.0,69,374.177236
-20964.0,67,382.480015
-28608.0,68,389.824493
-27373.0,70,398.720869
-45938.0,68,406.297287
-36988.0,67,414.818952
-31434.0,66,422.409918
-19439.0,68,429.951008
-21800.0,69,438.897891
-28989.0,67,447.53776
-22188.0,66,456.023195
-23583.0,68,464.538665
-32779.0,69,473.510087
-21132.0,67,478.879083
-35659.0,68,486.440618
-19940.0,67,492.902537
-26557.0,67,501.434563
-17019.0,67,509.137957
-31336.0,69,515.650119
-23646.0,68,523.102386
-23542.0,66,531.68871
-17391.0,67,540.614724
-18860.0,67,549.110124
-19439.0,69,555.546585
-15860.0,69,562.971148
-20404.0,68,570.369842
-17281.0,68,578.09447
-13772.0,68,586.34142
-23650.0,66,593.670398
-16181.0,67,600.013503
-19548.0,68,608.81548
-23662.0,67,617.265914
-16000.0,71,625.697551
-18579.0,67,631.991352
-19580.0,69,639.764171
-17448.0,66,648.081051
-18524.0,67,655.332316
-17253.0,68,663.756461
-25204.0,67,671.273736
-15747.0,68,680.07383
-12113.0,70,688.42157
-12542.0,67,696.694848
-14454.0,72,705.185023
-15397.0,69,713.936087
-18452.0,67,722.254529
-13413.0,67,730.507411
-18488.0,71,738.984371
-19163.0,68,746.344381
-17788.0,66,753.012521
-15488.0,69,761.376926
-18058.0,68,769.73476
-14729.0,66,776.959485
-17200.0,65,784.662652
-14845.0,68,792.999737
-16997.0,68,801.394888
-12874.0,66,809.667498
-13682.0,68,817.03617
-17277.0,67,825.902019
-14878.0,67,834.303653
-13147.0,69,842.735979
-14254.0,67,851.209224
-15990.0,68,860.177544
-20762.0,66,868.591549
-14362.0,68,876.92247
-16573.0,66,884.26121
-14210.0,68,891.035547
-12264.0,69,898.446788
-18495.0,65,906.896622
-11097.0,70,915.284891
-12295.0,67,922.607224
-20648.0,67,931.429445
-15284.0,67,939.830282
-17537.0,66,947.333329
-14055.0,67,955.748958
-15699.0,65,963.454945
-16712.0,66,972.018729
-14017.0,66,980.410717
-14478.0,67,988.739501
-12819.0,66,996.010531
-14795.0,68,1004.906687
-12690.0,68,1013.262307
-10572.0,68,1021.763169
-14887.0,68,1030.113021
-18707.0,65,1038.906139
-12837.0,66,1047.221243
-13858.0,65,1055.550828
-14605.0,66,1063.966319
-17460.0,67,1072.33121
-14075.0,66,1081.128945
-12638.0,71,1087.453189
-13923.0,69,1094.717595
-12144.0,67,1101.897095
-12864.0,69,1110.638108
-12121.0,67,1118.9565
-15553.0,67,1127.196426
-12718.0,66,1135.43127
-15028.0,66,1141.657244
-15376.0,67,1150.255287
-10638.0,68,1157.504934
-13771.0,68,1164.76051
-16421.0,66,1172.154267
-15719.0,69,1180.954736
-12263.0,68,1189.220976
-13360.0,68,1197.500826
-12386.0,68,1205.840814
-9971.0,70,1213.172204
-11923.0,69,1221.779826
-11727.0,66,1229.958337
-13364.0,68,1237.224038
-11623.0,69,1245.530187
-9137.0,68,1253.201972
-12773.0,67,1260.507037
-13473.0,66,1267.762052
-14468.0,67,1276.204929
-16359.0,65,1284.612495
-21018.0,66,1292.325031
-10492.0,68,1299.680855
-10699.0,69,1307.94069
-14582.0,67,1315.181725
-13025.0,67,1322.804855
-14071.0,68,1331.021296
-15872.0,66,1339.348403
-13418.0,65,1345.492042
-12157.0,69,1353.144368
-11755.0,67,1360.354884
-11801.0,67,1367.603707
-11855.0,68,1374.906309
-12767.0,69,1382.346311
-9810.0,69,1389.967373
-11696.0,67,1398.108797
-11863.0,67,1406.284272
-11124.0,69,1414.712358
-11622.0,68,1422.425838
-16810.0,65,1429.696527
-13512.0,67,1437.980471
-19805.0,65,1445.193425
-13434.0,66,1451.358134
-10198.0,67,1457.971139
-14316.0,67,1467.255142
-12529.0,68,1475.47194
-14168.0,66,1482.720769
-11816.0,67,1490.368895
-12947.0,68,1497.593062
-9817.0,67,1503.706652
-10294.0,68,1511.95614
-11160.0,68,1520.154658
-9248.0,68,1527.825779
-11074.0,67,1534.889581
-13017.0,67,1542.137382
-10512.0,68,1549.388711
-11912.0,69,1558.055022
-8863.0,67,1566.308508
-13034.0,68,1574.634663
-10702.0,68,1582.829067
-10630.0,66,1591.10883
-10924.0,69,1599.954253
-13484.0,66,1608.130266
-11086.0,69,1616.512017
-9592.0,69,1624.931367
-9063.0,69,1633.425514
-9106.0,69,1641.65342
-10893.0,67,1649.963918
-11359.0,68,1658.25766
-8729.0,69,1666.867302
-9991.0,68,1674.969718
-10003.0,68,1683.182956
-7571.0,68,1691.4426
-9626.0,69,1699.677336
-10649.0,69,1708.276859
-9998.0,68,1716.542814
-9626.0,69,1724.710189
-10427.0,67,1731.886903
-8486.0,69,1740.41011
-8929.0,70,1749.817775
-12250.0,69,1758.046098
-8520.0,68,1766.24339
-9301.0,68,1774.450268
-8156.0,69,1783.059808
-9630.0,68,1791.248235
-9744.0,68,1799.502664
-10075.0,69,1807.725453
-14115.0,66,1816.307699
-14531.0,67,1824.511259
-9448.0,67,1832.65884
-12082.0,69,1840.854106
-11726.0,68,1849.571594
-10866.0,68,1857.861022
-8572.0,68,1865.102448
-8014.0,70,1872.284982
-10153.0,69,1879.522124
-11647.0,66,1887.186717
-9960.0,67,1894.366539
-9232.0,69,1902.614157
-11388.0,68,1909.91587
-11436.0,67,1918.750282
-8117.0,69,1927.230295
-10183.0,68,1935.585144
-10460.0,67,1944.063612
-8095.0,68,1952.367201
-8812.0,68,1960.977876
-10222.0,69,1969.136281
-9357.0,68,1977.283594
-9599.0,68,1985.483927
